id,name,address,latitude,longitude,created_at,updated_at,place_id
002c8b71-18fb-4326-99ae-f54493b66b8a,Bollywood Bites,"1051 Gayley Ave, Los Angeles, CA 90024",34.0609866,-118.4473631,2025-04-01 20:35:33.516749+00,2025-04-01 20:35:33.516749+00,
